Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1,tt0164912,2023-04-25,2023-04-25,,"O Pequeno Stuart Little","Stuart Little",https://www.imdb.com/title/tt0164912/,Filme,6.0,84,1999,"Aventura, Comédia, Família, Fantasia",161586,2000-01-14,"Rob Minkoff",5,2023-04-25
2,tt0416236,2023-04-25,2023-04-25,,"As Crônicas de Spiderwick","The Spiderwick Chronicles",https://www.imdb.com/title/tt0416236/,Filme,6.5,96,2008,"Ação, Aventura, Drama, Família, Fantasia, Suspense",109654,2008-03-21,"Mark Waters",4,2023-04-25
3,tt0406375,2023-04-25,2023-04-25,,"Zathura: Uma Aventura Espacial","Zathura: A Space Adventure",https://www.imdb.com/title/tt0406375/,Filme,6.3,101,2005,"Ação, Aventura, Comédia, Família, Fantasia, Ficção científica",127562,2006-01-13,"Jon Favreau",2,2023-04-25
4,tt1155076,2023-04-25,2023-04-25,,"Karate Kid","The Karate Kid",https://www.imdb.com/title/tt1155076/,Filme,6.3,140,2010,"Ação, Drama, Família, Esportes",229125,2010-08-27,"Harald Zwart",7,2023-04-25
5,tt0396752,2023-04-25,2023-04-25,,"Nanny McPhee, a Babá Encantada","Nanny McPhee",https://www.imdb.com/title/tt0396752/,Filme,6.6,97,2005,"Comédia, Família, Fantasia",92405,2006-01-20,"Kirk Jones",1,2023-04-25
6,tt0405325,2023-04-25,2023-04-25,,"Sky High: Super Escola de Heróis","Sky High",https://www.imdb.com/title/tt0405325/,Filme,6.3,100,2005,"Ação, Comédia, Família, Ficção científica",101816,2005-10-07,"Mike Mitchell",2,2023-04-25
7,tt0227538,2023-04-25,2023-04-25,,"Pequenos Espiões","Spy Kids",https://www.imdb.com/title/tt0227538/,Filme,5.7,88,2001,"Ação, Aventura, Comédia, Família, Ficção científica",136979,2001-07-06,"Robert Rodriguez",6,2023-04-25
8,tt0287717,2023-04-25,2023-04-25,,"Pequenos Espiões 2: A Ilha dos Sonhos Perdidos","Spy Kids 2: Island of Lost Dreams",https://www.imdb.com/title/tt0287717/,Filme,5.3,100,2002,"Ação, Aventura, Comédia, Família, Ficção científica",78251,2002-11-01,"Robert Rodriguez",6,2023-04-25
9,tt0338459,2023-04-25,2023-04-25,,"Pequenos Espiões 3: Game Over","Spy Kids 3: Game Over",https://www.imdb.com/title/tt0338459/,Filme,4.4,84,2003,"Ação, Aventura, Comédia, Família, Ficção científica",71930,2003-10-10,"Robert Rodriguez",6,2023-04-25
10,tt0960731,2023-04-25,2023-04-25,,"Um Faz de Conta Que Acontece","Bedtime Stories",https://www.imdb.com/title/tt0960731/,Filme,6.0,99,2008,"Aventura, Comédia, Família, Fantasia, Romance, Ficção científica",106898,2009-01-23,"Adam Shankman",6,2023-04-25
11,tt1078912,2023-04-25,2023-04-25,,"Uma Noite no Museu 2","Night at the Museum: Battle of the Smithsonian",https://www.imdb.com/title/tt1078912/,Filme,6.0,105,2009,"Aventura, Comédia, Família, Fantasia",231307,2009-05-22,"Shawn Levy",5,2023-04-25
12,tt0963966,2023-04-25,2023-04-25,,"O Aprendiz de Feiticeiro","The Sorcerer's Apprentice",https://www.imdb.com/title/tt0963966/,Filme,6.1,109,2010,"Ação, Aventura, Família, Fantasia",177476,2010-08-13,"Jon Turteltaub",6,2024-07-15
13,tt0395699,2023-04-25,2023-04-25,,"Operação Babá","The Pacifier",https://www.imdb.com/title/tt0395699/,Filme,5.6,95,2005,"Ação, Comédia, Drama, Família",107684,2005-05-13,"Adam Shankman",6,2023-04-25
14,tt0477347,2023-04-25,2023-04-25,,"Uma Noite no Museu","Night at the Museum",https://www.imdb.com/title/tt0477347/,Filme,6.5,108,2006,"Aventura, Comédia, Família, Fantasia",414412,2007-01-12,"Shawn Levy",6,2023-04-25
15,tt0268380,2023-04-25,2023-04-25,,"A Era do Gelo","Ice Age",https://www.imdb.com/title/tt0268380/,Filme,7.5,81,2002,"Animação, Aventura, Comédia, Família",569849,2002-03-22,"Chris Wedge, Carlos Saldanha",8,2023-04-25
16,tt0438097,2023-04-25,2023-04-25,,"A Era do Gelo 2","Ice Age: The Meltdown",https://www.imdb.com/title/tt0438097/,Filme,6.8,91,2006,"Animação, Aventura, Comédia, Família",320775,2006-03-31,"Carlos Saldanha",5,2023-04-25
17,tt1080016,2023-04-25,2023-04-25,,"A Era do Gelo 3","Ice Age: Dawn of the Dinosaurs",https://www.imdb.com/title/tt1080016/,Filme,6.9,94,2009,"Animação, Aventura, Comédia, Família",288319,2009-07-01,"Carlos Saldanha, Michael Thurmeier",5,2023-04-25
18,tt1667889,2023-04-25,2023-04-25,,"A Era do Gelo 4","Ice Age: Continental Drift",https://www.imdb.com/title/tt1667889/,Filme,6.5,88,2012,"Animação, Aventura, Comédia, Família",245465,2012-06-29,"Steve Martino, Michael Thurmeier",4,2023-04-25
19,tt1323594,2023-04-25,2023-04-25,,"Meu Malvado Favorito","Despicable Me",https://www.imdb.com/title/tt1323594/,Filme,7.6,95,2010,"Animação, Aventura, Comédia, Policial, Família, Ficção científica",638510,2010-08-06,"Pierre Coffin, Chris Renaud",7,2023-04-25
20,tt0441773,2023-04-25,2023-04-25,,"Kung Fu Panda","Kung Fu Panda",https://www.imdb.com/title/tt0441773/,Filme,7.6,92,2008,"Animação, Ação, Aventura, Comédia, Família, Fantasia",587114,2008-07-04,"Mark Osborne, John Stevenson",8,2023-04-25
21,tt1302011,2023-04-25,2023-04-25,,"Kung Fu Panda 2","Kung Fu Panda 2",https://www.imdb.com/title/tt1302011/,Filme,7.3,90,2011,"Animação, Ação, Aventura, Comédia, Drama, Família, Fantasia",361814,2011-06-10,"Jennifer Yuh Nelson",9,2023-04-25
22,tt2267968,2023-04-25,2023-04-25,,"Kung Fu Panda 3","Kung Fu Panda 3",https://www.imdb.com/title/tt2267968/,Filme,7.1,95,2016,"Animação, Ação, Aventura, Comédia, Família, Fantasia",221978,2016-03-03,"Alessandro Carloni, Jennifer Yuh Nelson",5,2023-04-25
23,tt1646971,2023-04-25,2023-04-25,,"Como Treinar o Seu Dragão 2","How to Train Your Dragon 2",https://www.imdb.com/title/tt1646971/,Filme,7.8,102,2014,"Animação, Ação, Aventura, Comédia, Família, Fantasia",405635,2014-06-19,"Dean DeBlois",10,2023-04-25
24,tt0892769,2023-04-25,2023-04-25,,"Como Treinar o Seu Dragão","How to Train Your Dragon",https://www.imdb.com/title/tt0892769/,Filme,8.1,98,2010,"Animação, Ação, Aventura, Família, Fantasia",904400,2010-03-26,"Dean DeBlois, Chris Sanders",9,2023-04-25
25,tt2386490,2023-04-25,2023-04-25,,"Como Treinar o Seu Dragão 3","How to Train Your Dragon: The Hidden World",https://www.imdb.com/title/tt2386490/,Filme,7.4,104,2019,"Animação, Ação, Aventura, Comédia, Drama, Família, Fantasia",181999,2019-01-17,"Dean DeBlois",7,2023-04-25
26,tt1001526,2023-04-25,2023-04-25,,"Megamente","Megamind",https://www.imdb.com/title/tt1001526/,Filme,7.3,95,2010,"Animação, Ação, Aventura, Comédia, Policial, Família, Fantasia, Ficção científica",329124,2010-12-03,"Tom McGrath",7,2023-04-25
27,tt1772341,2023-04-25,2023-04-25,,"Detona Ralph","Wreck-It Ralph",https://www.imdb.com/title/tt1772341/,Filme,7.7,101,2012,"Animação, Aventura, Comédia, Família, Fantasia, Ficção científica, Esportes",503439,2013-01-04,"Rich Moore",7,2023-04-25
28,tt1453405,2023-04-25,2023-04-25,,"Universidade Monstros","Monsters University",https://www.imdb.com/title/tt1453405/,Filme,7.2,104,2013,"Animação, Aventura, Comédia, Família, Fantasia",429097,2013-06-21,"Dan Scanlon",8,2023-04-25
29,tt0198781,2023-04-25,2023-04-25,,"Monstros S.A.","Monsters, Inc.",https://www.imdb.com/title/tt0198781/,Filme,8.1,92,2001,"Animação, Aventura, Comédia, Família, Fantasia",1086068,2001-11-14,"Pete Docter, David Silverman, Lee Unkrich",7,2023-04-25
30,tt0266543,2023-04-25,2023-04-25,,"Procurando Nemo","Finding Nemo",https://www.imdb.com/title/tt0266543/,Filme,8.2,100,2003,"Animação, Aventura, Comédia, Família",1219790,2003-07-04,"Andrew Stanton, Lee Unkrich",8,2023-04-25
31,tt1049413,2023-04-25,2023-04-25,,"Up: Altas Aventuras","Up",https://www.imdb.com/title/tt1049413/,Filme,8.3,96,2009,"Animação, Aventura, Comédia, Drama, Família",1249557,2009-09-04,"Pete Docter, Bob Peterson",6,2023-04-25
32,tt0317705,2023-04-25,2023-04-25,,"Os Incríveis","The Incredibles",https://www.imdb.com/title/tt0317705/,Filme,8.0,115,2004,"Animação, Ação, Aventura, Família",911887,2004-12-10,"Brad Bird",8,2023-04-25
33,tt0114709,2023-04-25,2023-04-25,,"Toy Story","Toy Story",https://www.imdb.com/title/tt0114709/,Filme,8.3,81,1995,"Animação, Aventura, Comédia, Família, Fantasia",1192162,1996-01-12,"John Lasseter",6,2023-04-25
34,tt0910970,2023-04-25,2023-04-25,,"WALL·E","WALL·E",https://www.imdb.com/title/tt0910970/,Filme,8.4,98,2008,"Animação, Aventura, Família, Ficção científica",1335001,2008-06-27,"Andrew Stanton",8,2023-04-25
35,tt2096673,2023-04-25,2023-04-25,,"Divertida Mente","Inside Out",https://www.imdb.com/title/tt2096673/,Filme,8.1,95,2015,"Animação, Aventura, Comédia, Drama, Família, Fantasia",927488,2015-06-18,"Pete Docter, Ronnie Del Carmen",9,2023-04-25
36,tt0382932,2023-04-25,2023-04-25,,"Ratatouille","Ratatouille",https://www.imdb.com/title/tt0382932/,Filme,8.1,111,2007,"Animação, Aventura, Comédia, Família, Fantasia",959140,2007-07-06,"Brad Bird, Jan Pinkava",7,2023-04-25
37,tt0435761,2023-04-25,2023-04-25,,"Toy Story 3","Toy Story 3",https://www.imdb.com/title/tt0435761/,Filme,8.3,103,2010,"Animação, Aventura, Comédia, Família, Fantasia",985052,2010-06-18,"Lee Unkrich",9,2023-04-25
38,tt0110357,2023-04-25,2023-04-25,,"O Rei Leão","The Lion King",https://www.imdb.com/title/tt0110357/,Filme,8.5,88,1994,"Animação, Aventura, Drama, Família, Musical",1271410,1994-07-01,"Roger Allers, Rob Minkoff",9,2023-04-25
39,tt0120131,2023-04-25,2023-04-25,,"O Rei Leão 2: O Reino de Simba","The Lion King II: Simba's Pride",https://www.imdb.com/title/tt0120131/,Vídeo,6.4,82,1998,"Animação, Aventura, Drama, Família, Musical, Romance",83751,1999-05-05,"Darrell Rooney, Rob LaDuca",8,2023-04-25
40,tt0318403,2023-04-25,2023-04-25,,"O Rei Leão 3: Hakuna Matata","The Lion King 1½",https://www.imdb.com/title/tt0318403/,Vídeo,6.5,77,2004,"Animação, Aventura, Comédia, Família, Musical",51459,2004-03-17,"Bradley Raymond",7,2023-04-25
41,tt2380307,2023-04-25,2023-04-25,,"Viva: A Vida é uma Festa","Coco",https://www.imdb.com/title/tt2380307/,Filme,8.4,105,2017,"Animação, Aventura, Drama, Família, Fantasia, Musical, Mistério",720742,2018-01-04,"Lee Unkrich, Adrian Molina",5,2023-04-25
42,tt0398286,2023-04-25,2023-04-25,,"Enrolados","Tangled",https://www.imdb.com/title/tt0398286/,Filme,7.7,100,2010,"Animação, Aventura, Comédia, Família, Fantasia, Musical, Romance",551189,2011-01-07,"Nathan Greno, Byron Howard",7,2023-04-25
43,tt1217209,2023-04-25,2023-04-25,,"Valente","Brave",https://www.imdb.com/title/tt1217209/,Filme,7.1,93,2012,"Animação, Ação, Aventura, Comédia, Drama, Família, Fantasia, Mistério",483617,2012-07-20,"Mark Andrews, Brenda Chapman, Steve Purcell",5,2023-04-25
44,tt0120363,2023-04-25,2023-04-25,,"Toy Story 2","Toy Story 2",https://www.imdb.com/title/tt0120363/,Filme,7.9,92,1999,"Animação, Aventura, Comédia, Família, Fantasia",680562,1999-12-17,"John Lasseter, Ash Brannon, Lee Unkrich",8,2023-04-25
45,tt0126029,2023-04-25,2023-04-25,,"Shrek","Shrek",https://www.imdb.com/title/tt0126029/,Filme,7.9,90,2001,"Animação, Aventura, Comédia, Família, Fantasia, Romance",817937,2001-06-22,"Andrew Adamson, Vicky Jenson",8,2023-04-25
46,tt0479952,2023-04-25,2023-04-25,,"Madagascar 2","Madagascar: Escape 2 Africa",https://www.imdb.com/title/tt0479952/,Filme,6.7,89,2008,"Animação, Aventura, Comédia, Família",273910,2008-12-12,"Eric Darnell, Tom McGrath",7,2023-04-25
47,tt1436562,2023-04-25,2023-04-25,,"Rio","Rio",https://www.imdb.com/title/tt1436562/,Filme,6.9,96,2011,"Animação, Aventura, Comédia, Família, Musical, Romance",276390,2011-04-08,"Carlos Saldanha",8,2023-04-25
48,tt1277953,2023-04-25,2023-04-25,,"Madagascar 3: Os Procurados","Madagascar 3: Europe's Most Wanted",https://www.imdb.com/title/tt1277953/,Filme,6.8,95,2012,"Animação, Aventura, Comédia, Família",220179,2012-06-07,"Eric Darnell, Tom McGrath, Conrad Vernon",5,2023-04-25
49,tt0298148,2023-04-25,2023-04-25,,"Shrek 2","Shrek 2",https://www.imdb.com/title/tt0298148/,Filme,7.4,93,2004,"Animação, Aventura, Comédia, Família, Fantasia, Romance",561001,2004-06-18,"Andrew Adamson, Kelly Asbury, Conrad Vernon",7,2023-04-25
50,tt1690953,2023-04-25,2023-04-25,,"Meu Malvado Favorito 2","Despicable Me 2",https://www.imdb.com/title/tt1690953/,Filme,7.3,98,2013,"Animação, Aventura, Comédia, Policial, Família, Ficção científica",463792,2013-07-05,"Pierre Coffin, Chris Renaud",8,2023-04-25
51,tt0351283,2023-04-25,2023-04-25,,"Madagascar","Madagascar",https://www.imdb.com/title/tt0351283/,Filme,7.0,86,2005,"Animação, Aventura, Comédia, Família",485275,2005-06-24,"Eric Darnell, Tom McGrath",6,2023-04-25
52,tt0117008,2023-04-25,2023-04-25,,"Matilda","Matilda",https://www.imdb.com/title/tt0117008/,Filme,7.0,98,1996,"Comédia, Família, Fantasia",197897,1997-01-24,"Danny DeVito",8,2023-04-25
53,tt0120783,2023-04-25,2023-04-25,,"Operação Cupido","The Parent Trap",https://www.imdb.com/title/tt0120783/,Filme,6.7,128,1998,"Aventura, Comédia, Drama, Família, Romance",175757,1999-02-12,"Nancy Meyers",8,2025-04-04
54,tt0110366,2023-04-25,2023-04-25,,"Os Batutinhas","The Little Rascals",https://www.imdb.com/title/tt0110366/,Filme,6.4,82,1994,"Comédia, Família, Romance",62061,1994-12-07,"Penelope Spheeris",8,2023-04-25
55,tt0349205,2023-04-25,2023-04-25,,"Doze é Demais","Cheaper by the Dozen",https://www.imdb.com/title/tt0349205/,Filme,5.9,98,2003,"Comédia, Família",116094,2004-02-13,"Shawn Levy",5,2023-04-25
56,tt0452598,2023-04-25,2023-04-25,,"Doze é Demais 2","Cheaper by the Dozen 2",https://www.imdb.com/title/tt0452598/,Filme,5.6,94,2005,"Aventura, Comédia, Família",67440,2005-12-30,"Adam Shankman",5,2023-04-25
57,tt0317303,2023-04-25,2023-04-25,,"A Creche do Papai","Daddy Day Care",https://www.imdb.com/title/tt0317303/,Filme,5.7,92,2003,"Comédia, Família",79991,2003-06-20,"Steve Carr",5,2023-04-25
58,tt0424774,2023-04-25,2023-04-25,,"As Aventuras de Sharkboy e Lavagirl","The Adventures of Sharkboy and Lavagirl in 3-D",https://www.imdb.com/title/tt0424774/,Filme,3.8,93,2005,"Ação, Aventura, Comédia, Família, Fantasia, Ficção científica",46968,2005-07-22,"Robert Rodriguez",3,2023-04-25
59,tt0808510,2023-04-25,2023-04-25,,"O Fada do Dente","Tooth Fairy",https://www.imdb.com/title/tt0808510/,Filme,5.1,101,2010,"Comédia, Família, Fantasia, Esportes",53747,2010-01-22,"Michael Lembeck",2,2023-04-25
60,tt1397514,2023-04-25,2023-04-25,,"Viagem 2: A Ilha Misteriosa","Journey 2: The Mysterious Island",https://www.imdb.com/title/tt1397514/,Filme,5.7,94,2012,"Ação, Aventura, Comédia, Família, Fantasia, Ficção científica",122101,2012-02-03,"Brad Peyton",6,2023-04-25
61,tt0373051,2023-04-25,2023-04-25,,"Viagem ao Centro da Terra: O Filme","Journey to the Center of the Earth",https://www.imdb.com/title/tt0373051/,Filme,5.8,93,2008,"Ação, Aventura, Família, Fantasia, Ficção científica",142515,2008-07-11,"Eric Brevig",6,2023-04-25
62,tt0494238,2023-04-25,2023-04-25,,"Coração de Tinta - O Livro Mágico","Inkheart",https://www.imdb.com/title/tt0494238/,Filme,6.1,106,2008,"Aventura, Família, Fantasia",85792,2008-12-25,"Iain Softley",6,2023-04-25
63,tt0385752,2023-04-25,2023-04-25,,"A Bússola de Ouro","The Golden Compass",https://www.imdb.com/title/tt0385752/,Filme,6.1,113,2007,"Aventura, Família, Fantasia",204393,2007-12-25,"Chris Weitz",6,2023-04-25
64,tt0363771,2023-04-25,2023-04-25,,"As Crônicas de Nárnia: O Leão, a Feiticeira e o Guarda-Roupa","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",https://www.imdb.com/title/tt0363771/,Filme,6.9,143,2005,"Aventura, Família, Fantasia",460866,2005-12-09,"Andrew Adamson",5,2023-04-25
65,tt0814255,2023-04-25,2023-04-25,,"Percy Jackson e o Ladrão de Raios","Percy Jackson & the Olympians: The Lightning Thief",https://www.imdb.com/title/tt0814255/,Filme,5.9,118,2010,"Aventura, Família, Fantasia",217253,2010-02-12,"Chris Columbus",6,2023-04-25
66,tt1854564,2023-04-25,2023-04-25,,"Percy Jackson e o mar de monstros","Percy Jackson: Sea of Monsters",https://www.imdb.com/title/tt1854564/,Filme,5.7,106,2013,"Aventura, Família, Fantasia",135354,2013-08-16,"Thor Freudenthal",6,2023-04-25
67,tt1075417,2023-04-25,2023-04-25,,"A Montanha Enfeitiçada","Race to Witch Mountain",https://www.imdb.com/title/tt1075417/,Filme,5.7,98,2009,"Ação, Aventura, Família, Fantasia, Ficção científica, Suspense",66667,2009-04-17,"Andy Fickman",5,2023-04-25
68,tt1935929,2023-04-25,2023-04-25,,"O Fada do Dente 2","Tooth Fairy 2",https://www.imdb.com/title/tt1935929/,Vídeo,3.7,90,2012,"Comédia, Família",3599,2012-03-06,"Alex Zamm",3,2023-04-25
69,tt0409459,2023-04-25,2023-04-25,,"Watchmen: O Filme","Watchmen",https://www.imdb.com/title/tt0409459/,Filme,7.6,162,2009,"Ação, Drama, Mistério, Ficção científica",614497,2009-03-06,"Zack Snyder",5,2023-04-25
70,tt0770828,2023-04-25,2023-04-25,,"O Homem de Aço","Man of Steel",https://www.imdb.com/title/tt0770828/,Filme,7.1,143,2013,"Ação, Aventura, Ficção científica",873281,2013-07-12,"Zack Snyder",7,2023-04-25
71,tt0948470,2023-04-25,2023-04-25,,"O Espetacular Homem-Aranha","The Amazing Spider-Man",https://www.imdb.com/title/tt0948470/,Filme,7.0,136,2012,"Ação, Ficção científica",779130,2012-07-06,"Marc Webb",7,2023-04-25
72,tt1872181,2023-04-25,2023-04-25,,"O Espetacular Homem-Aranha 2: A Ameaça de Electro","The Amazing Spider-Man 2",https://www.imdb.com/title/tt1872181/,Filme,6.6,142,2014,"Ação, Aventura, Ficção científica",601451,2014-05-01,"Marc Webb",5,2023-04-25
73,tt0316654,2023-04-25,2023-04-25,,"Homem-Aranha 2","Spider-Man 2",https://www.imdb.com/title/tt0316654/,Filme,7.5,127,2004,"Ação, Aventura, Ficção científica",799284,2004-07-02,"Sam Raimi",8,2023-04-25
74,tt0145487,2023-04-25,2023-04-25,,"Homem-Aranha","Spider-Man",https://www.imdb.com/title/tt0145487/,Filme,7.4,121,2002,"Ação, Aventura, Ficção científica",985183,2002-05-17,"Sam Raimi",8,2023-04-25
75,tt0848228,2023-04-25,2023-04-25,,"Os Vingadores","The Avengers",https://www.imdb.com/title/tt0848228/,Filme,8.0,143,2012,"Ação, Ficção científica",1572826,2012-04-27,"Joss Whedon",9,2023-04-25
76,tt1843866,2023-04-25,2023-04-25,,"Capitão América: O Soldado Invernal","Captain America: The Winter Soldier",https://www.imdb.com/title/tt1843866/,Filme,7.7,136,2014,"Ação, Aventura, Ficção científica, Suspense",982395,2014-04-10,"Anthony Russo, Joe Russo",8,2023-04-25
77,tt2395427,2023-04-25,2023-04-25,,"Vingadores: Era de Ultron","Avengers: Age of Ultron",https://www.imdb.com/title/tt2395427/,Filme,7.3,141,2015,"Ação, Aventura, Ficção científica",1013155,2015-04-23,"Joss Whedon",7,2023-04-25
78,tt4154756,2023-04-25,2023-04-25,,"Vingadores: Guerra Infinita","Avengers: Infinity War",https://www.imdb.com/title/tt4154756/,Filme,8.4,149,2018,"Ação, Aventura, Ficção científica",1396082,2018-04-26,"Anthony Russo, Joe Russo",9,2023-04-25
79,tt0458339,2023-04-25,2023-04-25,,"Capitão América: O Primeiro Vingador","Captain America: The First Avenger",https://www.imdb.com/title/tt0458339/,Filme,6.9,124,2011,"Ação, Aventura, Ficção científica",979138,2011-07-29,"Joe Johnston",6,2023-04-25
80,tt0800369,2023-04-25,2023-04-25,,"Thor","Thor",https://www.imdb.com/title/tt0800369/,Filme,7.0,115,2011,"Ação, Fantasia",976461,2011-04-29,"Kenneth Branagh",6,2023-04-25
81,tt1981115,2023-04-25,2023-04-25,,"Thor: O Mundo Sombrio","Thor: The Dark World",https://www.imdb.com/title/tt1981115/,Filme,6.7,112,2013,"Ação, Aventura, Fantasia, Ficção científica",786140,2013-11-01,"Alan Taylor",5,2023-04-25
82,tt3501632,2023-04-25,2023-04-25,,"Thor: Ragnarok","Thor: Ragnarok",https://www.imdb.com/title/tt3501632/,Filme,7.9,130,2017,"Ação, Aventura, Comédia, Fantasia, Ficção científica",905966,2017-10-26,"Taika Waititi",7,2023-04-25
83,tt2015381,2023-04-25,2023-04-25,,"Guardiões da Galáxia","Guardians of the Galaxy",https://www.imdb.com/title/tt2015381/,Filme,8.0,121,2014,"Ação, Aventura, Comédia, Ficção científica",1375993,2014-07-31,"James Gunn",8,2023-04-25
84,tt4154796,2023-04-25,2023-04-25,,"Vingadores: Ultimato","Avengers: Endgame",https://www.imdb.com/title/tt4154796/,Filme,8.4,181,2019,"Ação, Aventura, Ficção científica",1471725,2019-04-25,"Anthony Russo, Joe Russo",9,2023-04-25
85,tt0413300,2023-04-25,2023-04-25,,"Homem-Aranha 3","Spider-Man 3",https://www.imdb.com/title/tt0413300/,Filme,6.3,139,2007,"Ação, Aventura, Ficção científica",712030,2007-05-04,"Sam Raimi",7,2023-04-25
86,tt3896198,2023-04-25,2023-04-25,,"Guardiões da Galáxia Vol. 2","Guardians of the Galaxy Vol. 2",https://www.imdb.com/title/tt3896198/,Filme,7.6,136,2017,"Ação, Aventura, Comédia, Fantasia, Musical, Ficção científica",839503,2017-04-27,"James Gunn",8,2023-04-25
87,tt1300854,2023-04-25,2023-04-25,,"Homem de Ferro 3","Iron Man Three",https://www.imdb.com/title/tt1300854/,Filme,7.1,130,2013,"Ação, Aventura, Ficção científica",976591,2013-04-26,"Shane Black",5,2023-04-25
88,tt1228705,2023-04-25,2023-04-25,,"Homem de Ferro 2","Iron Man 2",https://www.imdb.com/title/tt1228705/,Filme,6.9,124,2010,"Ação, Ficção científica",949572,2010-04-30,"Jon Favreau",5,2023-04-25
89,tt0371746,2023-04-25,2023-04-25,,"Homem de Ferro","Iron Man",https://www.imdb.com/title/tt0371746/,Filme,7.9,126,2008,"Ação, Aventura, Ficção científica",1239894,2008-04-30,"Jon Favreau",7,2023-04-25
90,tt3498820,2023-04-25,2023-04-25,,"Capitão América: Guerra Civil","Captain America: Civil War",https://www.imdb.com/title/tt3498820/,Filme,7.8,147,2016,"Ação, Ficção científica",940547,2016-04-28,"Anthony Russo, Joe Russo",8,2023-04-25
91,tt0451279,2023-04-25,2023-04-25,,"Mulher-Maravilha","Wonder Woman",https://www.imdb.com/title/tt0451279/,Filme,7.3,141,2017,"Ação, Aventura, Fantasia, Ficção científica, Guerra",739212,2017-06-01,"Patty Jenkins",7,2023-04-25
92,tt5463162,2023-04-25,2023-04-25,,"Deadpool 2","Deadpool 2",https://www.imdb.com/title/tt5463162/,Filme,7.6,119,2018,"Ação, Aventura, Comédia, Ficção científica",752892,2018-05-17,"David Leitch",8,2023-04-25
93,tt1431045,2023-04-25,2023-04-25,,"Deadpool","Deadpool",https://www.imdb.com/title/tt1431045/,Filme,8.0,108,2016,"Ação, Comédia, Ficção científica",1265443,2016-02-11,"Tim Miller",8,2023-04-25
94,tt12361974,2023-04-25,2023-04-25,,"Liga da Justiça de Zack Snyder","Zack Snyder's Justice League",https://www.imdb.com/title/tt12361974/,Filme,7.9,242,2021,"Aventura, Fantasia, Ficção científica",477680,2021-03-18,"Zack Snyder",6,2023-04-25
95,tt2975590,2023-04-25,2023-04-25,,"Batman vs Superman: A Origem da Justiça","Batman v Superman: Dawn of Justice",https://www.imdb.com/title/tt2975590/,Filme,6.4,151,2016,"Ficção científica",796354,2016-03-24,"Zack Snyder",6,2023-04-25
96,tt1270798,2023-04-25,2023-04-25,,"X-Men: Primeira Classe","X: First Class",https://www.imdb.com/title/tt1270798/,Filme,7.7,131,2011,"Ação, Ficção científica",769016,2011-06-03,"Matthew Vaughn",9,2023-04-25
97,tt0458525,2023-04-25,2023-04-25,,"X-Men Origens: Wolverine","X-Men Origins: Wolverine",https://www.imdb.com/title/tt0458525/,Filme,6.5,107,2009,"Ação, Ficção científica",571918,2009-04-30,"Gavin Hood",7,2023-04-25
98,tt3315342,2023-04-25,2023-04-25,,"Logan","Logan",https://www.imdb.com/title/tt3315342/,Filme,8.1,137,2017,"Ação, Drama, Ficção científica, Suspense",934995,2017-03-02,"James Mangold",8,2023-04-25
99,tt1250777,2023-04-25,2023-04-25,,"Kick-Ass: Quebrando Tudo","Kick-Ass",https://www.imdb.com/title/tt1250777/,Filme,7.6,117,2010,"Ação, Comédia, Policial",623274,2010-06-18,"Matthew Vaughn",8,2023-04-25
100,tt0446029,2023-04-25,2023-04-25,,"Scott Pilgrim Contra o Mundo","Scott Pilgrim vs. the World",https://www.imdb.com/title/tt0446029/,Filme,7.5,112,2010,"Ação, Comédia, Fantasia, Romance",499457,2010-08-13,"Edgar Wright",8,2023-04-25
101,tt0829482,2023-04-25,2023-04-25,,"Superbad: É Hoje","Superbad",https://www.imdb.com/title/tt0829482/,Filme,7.6,113,2007,"Comédia",700679,2007-10-19,"Greg Mottola",8,2023-04-25
102,tt1636826,2023-04-25,2023-04-25,,"Projeto X: Uma Festa Fora de Controle","Project X",https://www.imdb.com/title/tt1636826/,Filme,6.7,88,2012,"Comédia, Suspense",260609,2012-03-16,"Nima Nourizadeh",7,2023-04-25
103,tt2005151,2023-04-25,2023-04-25,,"Cães de Guerra","War Dogs",https://www.imdb.com/title/tt2005151/,Filme,7.1,114,2016,"Biografia, Comédia, Policial, Drama, Guerra",305358,2016-09-08,"Todd Phillips",5,2023-04-25
104,tt1119646,2023-04-25,2023-04-25,,"Se Beber, Não Case!","The Hangover",https://www.imdb.com/title/tt1119646/,Filme,7.7,100,2009,"Comédia",939551,2009-08-21,"Todd Phillips",8,2023-04-25
105,tt2250912,2023-04-25,2023-04-25,,"Homem-Aranha: De Volta ao Lar","Spider-Man: Homecoming",https://www.imdb.com/title/tt2250912/,Filme,7.4,133,2017,"Ação, Aventura, Ficção científica",821796,2017-07-06,"Jon Watts",7,2023-04-25
106,tt6320628,2023-04-25,2023-04-25,,"Homem-Aranha: Longe de Casa","Spider-Man: Far from Home",https://www.imdb.com/title/tt6320628/,Filme,7.3,129,2019,"Ação, Aventura, Comédia, Fantasia, Ficção científica",661698,2019-07-04,"Jon Watts",7,2023-04-25
